learning
6,0.0009963512420654297
12,0.035790443420410156
18,0.044313669204711914
24,0.07294964790344238
30,0.09546780586242676
36,0.12227702140808105
42,0.12186288833618164
48,0.14325809478759766
54,0.16274237632751465
60,0.2309122085571289
66,0.35730433464050293
72,0.2282860279083252
78,0.2489478588104248
84,0.26720690727233887
90,0.2662777900695801
96,0.276170015335083
102,0.3062303066253662
108,0.3929569721221924
114,0.37340784072875977
120,0.36698031425476074
126,0.45447301864624023
132,0.40758323669433594
138,0.43979501724243164
144,0.42847371101379395
150,0.4165685176849365
156,0.40321969985961914
162,0.43488454818725586
168,0.5885710716247559
174,0.5592646598815918
180,0.5511879920959473
predict
6,0.0
12,5.999565124511719
18,7.996559143066406
24,11.198282241821289
30,15.497207641601562
36,16.466140747070312
42,16.653776168823242
48,23.36406707763672
54,25.709867477416992
60,51.99599266052246
66,35.440921783447266
72,38.29145431518555
78,23.837566375732422
84,43.3039665222168
90,41.709184646606445
96,37.32109069824219
102,65.99736213684082
108,64.00108337402344
114,41.928768157958984
120,61.392784118652344
126,53.10845375061035
132,73.0447769165039
138,77.22234725952148
144,39.398908615112305
150,40.898799896240234
156,70.33228874206543
162,66.99872016906738
168,96.86493873596191
174,51.67341232299805
180,102.98657417297363
