learning
6,0.014858245849609375
12,0.05194544792175293
18,0.06949520111083984
24,0.08922958374023438
30,0.1009671688079834
36,0.11570906639099121
42,0.14248204231262207
48,0.14906764030456543
54,0.1556873321533203
60,0.17920470237731934
66,0.31678009033203125
72,0.22031188011169434
78,0.23094987869262695
84,0.23470830917358398
90,0.2439131736755371
96,0.4301643371582031
102,0.40076208114624023
108,0.3466343879699707
114,0.36071205139160156
120,0.393451452255249
126,0.3767268657684326
132,0.45769357681274414
138,0.37308621406555176
144,0.40222644805908203
150,0.44559407234191895
156,0.4543724060058594
162,0.44078946113586426
168,0.4377584457397461
174,0.47499513626098633
180,0.4860405921936035
predict
6,2.048969268798828
12,4.000425338745117
18,4.996061325073242
24,6.571292877197266
30,9.527444839477539
36,9.999752044677734
42,12.000560760498047
48,13.6260986328125
54,14.974355697631836
60,25.995254516601562
66,22.88651466369629
72,21.97575569152832
78,25.58302879333496
84,38.47384452819824
90,34.29222106933594
96,51.168203353881836
102,31.73995018005371
108,31.214475631713867
114,43.0448055267334
120,36.98110580444336
126,40.09747505187988
132,37.38737106323242
138,39.30068016052246
144,43.81895065307617
150,46.970367431640625
156,53.58624458312988
162,46.529531478881836
168,55.101871490478516
174,56.171417236328125
180,54.0008544921875
